season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HF,AF,HY,AY,HR,AR
10_season,Aston Villa,West Brom,2,1,H,M Halsey,8,14,0,2,0,0
10_season,Everton,Wigan,0,0,D,M Oliver,13,18,2,4,0,0
10_season,Fulham,Sunderland,0,0,D,N Swarbrick,14,10,0,1,0,0
10_season,Newcastle,Liverpool,3,1,H,L Mason,19,13,2,1,0,0
10_season,Stoke,Blackpool,0,1,A,A Taylor,12,11,0,2,0,0
10_season,West Ham,Man City,1,3,A,P Dowd,10,13,1,3,0,0
10_season,Bolton,Blackburn,2,1,H,M Clattenburg,12,13,4,3,1,0
10_season,Tottenham,Chelsea,1,1,D,M Dean,9,13,2,2,0,0
10_season,Wolves,Birmingham,1,0,H,M Atkinson,9,15,2,4,0,0
10_season,Man United,Arsenal,1,0,H,H Webb,7,16,0,4,0,0
10_season,Blackburn,West Ham,1,1,D,M Dean,12,10,2,3,0,0
10_season,Sunderland,Bolton,1,0,H,C Foy,6,13,1,3,0,0
10_season,Man City,Everton,1,2,A,P Walton,8,13,3,2,1,1
10_season,Aston Villa,Tottenham,1,2,A,M Atkinson,13,11,3,3,0,1
10_season,Blackburn,Stoke,0,2,A,M Jones,12,20,1,4,0,0
10_season,Bolton,West Brom,2,0,H,H Webb,8,8,1,1,0,0
10_season,Fulham,West Ham,1,3,A,M Halsey,12,10,1,1,0,0
10_season,Man United,Sunderland,2,0,H,P Dowd,9,10,0,2,0,0
10_season,Newcastle,Man City,1,3,A,C Foy,7,15,1,5,0,0
10_season,Wolves,Wigan,1,2,A,M Dean,7,14,1,3,0,0
10_season,Arsenal,Chelsea,3,1,H,M Clattenburg,12,16,2,3,0,0
10_season,Birmingham,Man United,1,1,D,L Mason,10,11,3,3,0,0
10_season,Man City,Aston Villa,4,0,H,M Oliver,14,12,1,2,0,0
10_season,Stoke,Fulham,0,2,A,K Friend,8,12,1,2,0,0
10_season,Sunderland,Blackpool,0,2,A,A Marriner,6,5,2,0,0,0
10_season,Tottenham,Newcastle,2,0,H,A Taylor,9,16,2,4,1,0
10_season,West Brom,Blackburn,1,3,A,P Dowd,9,13,1,3,1,1
10_season,West Ham,Everton,1,1,D,H Webb,12,15,1,0,0,0
10_season,Chelsea,Bolton,1,0,H,M Jones,12,24,1,1,0,0
10_season,Liverpool,Wolves,0,1,A,P Walton,8,11,1,1,0,0
10_season,Wigan,Arsenal,2,2,D,L Probert,16,11,1,0,1,0
10_season,Birmingham,Arsenal,0,3,A,P Walton,7,9,3,1,0,0
10_season,Liverpool,Bolton,2,1,H,K Friend,11,16,2,2,0,0
10_season,Man City,Blackpool,1,0,H,M Clattenburg,11,9,0,0,0,0
10_season,Stoke,Everton,2,0,H,A Marriner,14,8,4,1,0,0
10_season,Sunderland,Blackburn,3,0,H,M Dean,13,9,1,2,0,0
10_season,Tottenham,Fulham,1,0,H,M Jones,11,9,2,1,0,0
10_season,West Brom,Man United,1,2,A,C Foy,8,13,1,3,0,0
10_season,West Ham,Wolves,2,0,H,L Probert,7,14,0,1,0,0
10_season,Chelsea,Aston Villa,3,3,D,L Mason,17,11,2,7,0,0
10_season,Wigan,Newcastle,0,1,A,H Webb,15,14,2,2,0,0
10_season,Blackpool,Birmingham,1,2,A,J Moss,9,6,0,1,0,0
10_season,Fulham,West Brom,3,0,H,M Atkinson,7,9,0,1,0,0
10_season,Man United,Stoke,2,1,H,M Clattenburg,6,11,0,0,0,0
10_season,Arsenal,Man City,0,0,D,M Jones,6,12,0,2,1,1
10_season,Aston Villa,Sunderland,0,1,A,P Walton,9,12,3,3,1,1
10_season,Blackburn,Liverpool,3,1,H,A Marriner,14,13,1,1,0,0
10_season,Bolton,Wigan,1,1,D,P Dowd,9,8,0,4,0,0
10_season,Everton,Tottenham,2,1,H,L Probert,16,12,1,0,0,0
10_season,Newcastle,West Ham,5,0,H,M Dean,10,10,0,4,0,0
10_season,Wolves,Chelsea,1,0,H,M Halsey,15,12,0,1,0,0
10_season,Blackpool,Liverpool,2,1,H,M Oliver,6,13,1,3,0,0
10_season,Chelsea,Blackburn,2,0,H,M Atkinson,10,6,1,0,0,0
10_season,Man City,Wolves,4,3,H,L Mason,9,9,0,0,0,0
10_season,Stoke,Bolton,2,0,H,M Oliver,8,13,0,2,0,0
10_season,West Brom,Blackpool,3,2,H,S Attwell,10,11,1,2,0,0
10_season,West Ham,Arsenal,0,3,A,A Marriner,8,7,1,0,0,0
10_season,Wigan,Fulham,1,1,D,A Taylor,21,7,4,2,0,0
10_season,Birmingham,Aston Villa,1,1,D,M Clattenburg,14,14,1,2,0,0
10_season,Liverpool,Everton,2,2,D,P Dowd,16,17,3,0,0,0
10_season,Sunderland,Newcastle,1,1,D,H Webb,17,5,1,1,0,0
10_season,Tottenham,Man United,0,0,D,M Dean,9,18,2,4,0,1
10_season,Arsenal,Wigan,3,0,H,K Friend,6,14,0,1,0,1
10_season,Aston Villa,Man City,1,0,H,H Webb,11,11,1,1,0,0
10_season,Blackpool,Sunderland,1,2,A,L Mason,13,9,2,0,0,0
10_season,Everton,West Ham,2,2,D,P Walton,8,12,1,2,0,1
10_season,Fulham,Stoke,2,0,H,S Attwell,11,10,1,1,0,1
10_season,Man United,Birmingham,5,0,H,M Jones,10,5,0,0,0,0
10_season,Newcastle,Tottenham,1,1,D,M Halsey,13,7,0,0,0,0
10_season,Wolves,Liverpool,0,3,A,M Atkinson,6,17,0,3,0,0
10_season,Blackburn,West Brom,2,0,H,M Clattenburg,4,6,0,1,0,0
10_season,Bolton,Chelsea,0,4,A,C Foy,7,4,0,0,0,0
10_season,Blackpool,Man United,2,3,A,P Walton,10,10,1,2,0,0
10_season,Wigan,Aston Villa,1,2,A,J Moss,9,13,2,3,0,0
10_season,Liverpool,Fulham,1,0,H,L Probert,11,10,0,0,0,0
10_season,Arsenal,Everton,2,1,H,L Mason,12,14,3,5,0,0
10_season,Man United,Aston Villa,3,1,H,C Foy,6,6,0,0,0,0
10_season,Sunderland,Chelsea,2,4,A,M Halsey,10,10,1,2,0,0
10_season,West Brom,Wigan,2,2,D,P Dowd,13,12,4,5,0,0
10_season,Birmingham,Man City,2,2,D,K Friend,9,12,0,2,0,0
10_season,Blackburn,Tottenham,0,1,A,A Marriner,14,11,2,1,0,0
10_season,Blackpool,West Ham,1,3,A,S Attwell,9,12,0,1,0,0
10_season,Bolton,Wolves,1,0,H,P Walton,16,8,1,3,0,0
10_season,Fulham,Newcastle,1,0,H,M Jones,14,19,0,3,0,0
10_season,Liverpool,Stoke,2,0,H,A Taylor,6,8,1,4,0,0
10_season,Aston Villa,Fulham,2,2,D,L Mason,15,11,3,2,0,0
10_season,Everton,Blackpool,5,3,H,K Friend,8,17,0,1,0,0
10_season,Man City,West Brom,3,0,H,M Atkinson,13,10,1,2,0,0
10_season,Newcastle,Arsenal,4,4,D,P Dowd,13,15,2,3,0,1
10_season,Stoke,Sunderland,3,2,H,L Probert,7,15,1,3,0,0
10_season,Tottenham,Bolton,2,1,H,M Clattenburg,13,11,1,3,0,0
10_season,Wigan,Blackburn,4,3,H,M Dean,11,12,1,2,0,0
10_season,Wolves,Man United,2,1,H,M Oliver,6,11,2,2,0,0
10_season,Chelsea,Liverpool,0,1,A,A Marriner,9,9,1,1,0,0
10_season,West Ham,Birmingham,0,1,A,C Foy,18,13,3,1,0,0
10_season,Arsenal,Wolves,2,0,H,C Foy,15,9,0,1,0,0
10_season,Birmingham,Stoke,1,0,H,M Halsey,15,14,1,0,0,0
10_season,Blackburn,Newcastle,0,0,D,S Attwell,11,11,1,3,0,0
10_season,Blackpool,Aston Villa,1,1,D,H Webb,13,14,2,1,0,1
10_season,Liverpool,Wigan,1,1,D,K Friend,11,17,1,3,0,0
10_season,Man United,Man City,2,1,H,A Marriner,15,13,2,2,0,0
10_season,Sunderland,Tottenham,1,2,A,M Jones,14,12,2,4,0,0
10_season,West Brom,West Ham,3,3,D,L Mason,12,13,2,3,0,0
10_season,Bolton,Everton,2,0,H,L Probert,15,12,1,0,0,0
10_season,Fulham,Chelsea,0,0,D,M Dean,10,13,2,1,0,0
10_season,Birmingham,Newcastle,0,2,A,L Mason,13,14,1,3,0,0
10_season,West Brom,Wolves,1,1,D,M Dean,6,6,0,0,0,0
10_season,Blackpool,Tottenham,3,1,H,C Foy,11,8,2,0,0,0
10_season,Arsenal,Stoke,1,0,H,P Walton,8,9,1,2,0,0
10_season,Aston Villa,Blackburn,4,1,H,M Atkinson,4,12,0,3,0,1
10_season,Everton,Sunderland,2,0,H,S Attwell,11,8,0,0,0,0
10_season,Newcastle,Bolton,1,1,D,C Foy,7,11,0,2,1,0
10_season,Wigan,Man United,0,4,A,M Clattenburg,13,11,0,1,0,0
10_season,Wolves,Blackpool,4,0,H,N Swarbrick,16,10,1,1,0,1
10_season,Man City,Fulham,1,1,D,P Walton,17,13,1,2,0,0
10_season,West Ham,Liverpool,3,1,H,M Halsey,10,8,0,1,0,0
10_season,Stoke,West Brom,1,1,D,M Oliver,17,14,2,2,0,0
10_season,Chelsea,Man United,2,1,H,M Atkinson,11,14,3,2,0,1
10_season,Arsenal,Sunderland,0,0,D,A Taylor,13,10,3,3,0,0
10_season,Birmingham,West Brom,1,3,A,M Jones,8,10,3,1,0,0
10_season,Bolton,Aston Villa,3,2,H,K Friend,18,11,5,2,0,0
10_season,Fulham,Blackburn,3,2,H,M Clattenburg,12,17,2,3,0,0
10_season,Man City,Wigan,1,0,H,S Attwell,17,8,3,1,0,0
10_season,Newcastle,Everton,1,2,A,H Webb,12,14,2,4,0,0
10_season,West Ham,Stoke,3,0,H,A Marriner,9,10,0,3,0,0
10_season,Liverpool,Man United,3,1,H,P Dowd,12,12,2,3,0,0
10_season,Wolves,Tottenham,3,3,D,M Halsey,10,11,0,3,0,0
10_season,Blackpool,Chelsea,1,3,A,M Dean,5,8,0,0,0,0
10_season,Everton,Birmingham,1,1,D,P Walton,8,12,1,3,0,0
10_season,Aston Villa,Wolves,0,1,A,P Dowd,15,19,1,3,0,0
10_season,Blackburn,Blackpool,2,2,D,H Webb,15,12,1,1,0,0
10_season,Everton,Fulham,2,1,H,M Oliver,15,19,2,0,0,0
10_season,Man United,Bolton,1,0,H,A Marriner,8,11,0,0,1,0
10_season,Stoke,Newcastle,4,0,H,L Mason,16,9,1,1,0,0
10_season,Tottenham,West Ham,0,0,D,M Dean,6,13,0,4,0,0
10_season,West Brom,Arsenal,2,2,D,S Attwell,9,7,1,3,0,0
10_season,Wigan,Birmingham,2,1,H,L Probert,13,13,3,1,0,0
10_season,Chelsea,Man City,2,0,H,C Foy,16,13,2,5,0,0
10_season,Sunderland,Liverpool,0,2,A,K Friend,11,7,3,3,1,0
10_season,Arsenal,Blackburn,0,0,D,P Dowd,10,9,1,2,0,1
10_season,Birmingham,Bolton,2,1,H,M Oliver,11,16,0,2,0,0
10_season,Everton,Aston Villa,2,2,D,M Jones,13,16,3,2,0,0
10_season,Newcastle,Wolves,4,1,H,M Dean,19,10,5,3,0,0
10_season,Stoke,Chelsea,1,1,D,P Walton,9,10,1,2,0,0
10_season,West Brom,Liverpool,2,1,H,M Atkinson,10,15,2,3,0,0
10_season,West Ham,Man United,2,4,A,L Mason,10,9,1,2,0,0
10_season,Wigan,Tottenham,0,0,D,A Marriner,11,13,1,1,0,0
10_season,Fulham,Blackpool,3,0,H,S Attwell,14,5,2,1,0,0
10_season,Man City,Sunderland,5,0,H,H Webb,9,20,2,3,0,0
10_season,Blackburn,Birmingham,1,1,D,C Foy,10,10,2,3,0,0
10_season,Bolton,West Ham,3,0,H,L Probert,6,10,1,0,0,0
10_season,Chelsea,Wigan,1,0,H,H Webb,11,12,1,2,0,0
10_season,Man United,Fulham,2,0,H,M Jones,12,8,0,0,0,0
10_season,Sunderland,West Brom,2,3,A,P Walton,10,11,3,1,0,0
10_season,Tottenham,Stoke,3,2,H,K Friend,11,16,1,3,0,0
10_season,Wolves,Everton,0,3,A,P Dowd,13,14,0,1,0,0
10_season,Aston Villa,Newcastle,1,0,H,S Attwell,8,10,2,2,0,0
10_season,Blackpool,Arsenal,1,3,A,L Mason,13,9,2,2,0,0
10_season,Liverpool,Man City,3,0,H,M Halsey,6,3,1,0,0,0
10_season,Birmingham,Sunderland,2,0,H,P Dowd,7,10,0,0,0,0
10_season,Blackpool,Wigan,1,3,A,P Walton,13,12,2,2,0,0
10_season,Everton,Blackburn,2,0,H,K Friend,9,17,2,3,0,0
10_season,West Brom,Chelsea,1,3,A,L Probert,7,10,1,0,0,0
10_season,West Ham,Aston Villa,1,2,A,M Halsey,8,3,0,0,0,0
10_season,Arsenal,Liverpool,1,1,D,A Marriner,13,13,2,4,0,0
10_season,Newcastle,Man United,0,0,D,L Probert,9,10,2,2,0,0
10_season,Chelsea,Birmingham,3,1,H,M Jones,9,11,0,1,0,0
10_season,Tottenham,Arsenal,3,3,D,M Atkinson,8,13,0,3,0,0
10_season,Aston Villa,Stoke,1,1,D,C Foy,9,9,0,3,0,0
10_season,Blackpool,Newcastle,1,1,D,M Atkinson,17,8,1,1,0,0
10_season,Chelsea,West Ham,3,0,H,P Dowd,7,13,1,2,0,0
10_season,Liverpool,Birmingham,5,0,H,H Webb,7,12,1,0,0,0
10_season,Man United,Everton,1,0,H,P Walton,10,9,1,2,0,0
10_season,Sunderland,Wigan,4,2,H,L Probert,11,9,1,2,0,0
10_season,Tottenham,West Brom,2,2,D,S Attwell,8,9,1,1,0,0
10_season,Wolves,Fulham,1,1,D,M Oliver,15,17,2,2,0,0
10_season,Bolton,Arsenal,2,1,H,M Jones,13,14,3,3,0,0
10_season,Blackburn,Man City,0,1,A,A Marriner,15,15,2,3,0,0
10_season,Stoke,Wolves,3,0,H,L Mason,12,10,3,2,0,0
10_season,Fulham,Bolton,3,0,H,A Taylor,12,8,1,1,0,0
10_season,Blackburn,Bolton,1,0,H,M Dean,7,9,2,1,0,0
10_season,Blackpool,Stoke,0,0,D,M Clattenburg,10,11,0,0,0,0
10_season,Chelsea,Tottenham,2,1,H,A Marriner,11,11,3,1,0,0
10_season,Sunderland,Fulham,0,3,A,M Atkinson,7,12,1,0,0,0
10_season,West Brom,Aston Villa,2,1,H,P Dowd,12,12,3,1,1,0
10_season,Wigan,Everton,1,1,D,L Mason,12,12,2,2,0,0
10_season,Arsenal,Man United,1,0,H,C Foy,15,7,2,3,0,0
10_season,Birmingham,Wolves,1,1,D,K Friend,10,16,3,3,1,0
10_season,Liverpool,Newcastle,3,0,H,P Walton,15,10,1,2,0,0
10_season,Man City,West Ham,2,1,H,H Webb,13,8,3,1,0,0
10_season,Aston Villa,Wigan,1,1,D,M Jones,6,11,2,0,0,0
10_season,Bolton,Sunderland,1,2,A,K Friend,14,10,1,0,0,0
10_season,Everton,Man City,2,1,H,P Dowd,13,15,4,2,0,0
10_season,Newcastle,Birmingham,2,1,H,C Foy,10,12,1,4,0,1
10_season,Tottenham,Blackpool,1,1,D,L Probert,5,13,3,2,0,0
10_season,West Ham,Blackburn,1,1,D,P Walton,7,14,3,0,0,0
10_season,Man United,Chelsea,2,1,H,H Webb,12,14,2,4,0,0
10_season,Stoke,Arsenal,3,1,H,M Halsey,7,10,1,2,0,0
10_season,Wolves,West Brom,3,1,H,M Dean,9,7,3,1,0,0
10_season,Fulham,Liverpool,2,5,A,L Mason,18,11,5,2,0,0
10_season,Man City,Tottenham,1,0,H,M Dean,7,8,1,1,0,0
10_season,Blackburn,Man United,1,1,D,P Dowd,11,11,3,0,0,0
