season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HF,AF,HY,AY,HR,AR
14_season,Sunderland,Stoke,3,1,H,N Swarbrick,10,17,3,4,0,0
14_season,Swansea,Newcastle,2,2,D,L Mason,11,15,1,3,0,0
14_season,Chelsea,Arsenal,2,0,H,M Atkinson,14,10,4,3,0,0
14_season,Man United,Everton,2,1,H,K Friend,18,11,4,3,0,0
14_season,Tottenham,Southampton,1,0,H,M Jones,15,9,2,1,0,0
14_season,West Ham,QPR,2,0,H,A Taylor,10,11,2,2,0,0
14_season,Arsenal,Hull,2,2,D,R East,9,13,2,2,0,0
14_season,Burnley,West Ham,1,3,A,K Friend,3,10,0,1,0,0
14_season,Crystal Palace,Chelsea,1,2,A,C Pawson,13,7,1,1,1,1
14_season,Everton,Aston Villa,3,0,H,A Taylor,11,16,2,2,0,0
14_season,Man City,Tottenham,4,1,H,J Moss,11,9,1,2,0,1
14_season,Newcastle,Leicester,1,0,H,M Atkinson,13,15,0,3,0,0
14_season,Southampton,Sunderland,8,0,H,A Marriner,11,8,1,3,0,0
14_season,QPR,Liverpool,2,3,A,P Dowd,10,15,2,3,0,0
14_season,Stoke,Swansea,2,1,H,M Oliver,17,7,4,1,0,0
14_season,West Brom,Man United,2,2,D,M Dean,6,8,1,2,0,0
14_season,Liverpool,Hull,0,0,D,N Swarbrick,12,17,3,2,0,0
14_season,Southampton,Stoke,1,0,H,J Moss,10,12,0,2,0,0
14_season,Sunderland,Arsenal,0,2,A,K Friend,11,9,3,3,0,0
14_season,Swansea,Leicester,2,0,H,M Jones,7,10,0,0,0,0
14_season,West Brom,Crystal Palace,2,2,D,M Clattenburg,14,8,3,1,0,0
14_season,West Ham,Man City,2,1,H,M Atkinson,12,14,2,1,0,0
14_season,Burnley,Everton,1,3,A,A Marriner,12,7,4,2,0,0
14_season,Man United,Chelsea,1,1,D,P Dowd,13,14,3,5,0,1
14_season,Tottenham,Newcastle,1,2,A,A Taylor,9,12,2,4,0,0
14_season,QPR,Aston Villa,2,0,H,L Mason,11,14,0,2,0,0
14_season,Arsenal,Burnley,3,0,H,C Pawson,5,9,0,1,0,0
14_season,Chelsea,QPR,2,1,H,M Jones,8,12,0,0,0,0
14_season,Everton,Swansea,0,0,D,K Friend,10,15,2,3,0,1
14_season,Hull,Southampton,0,1,A,M Atkinson,6,9,1,0,0,0
14_season,Leicester,West Brom,0,1,A,S Attwell,5,12,0,1,0,0
14_season,Newcastle,Liverpool,1,0,H,A Marriner,13,8,4,3,0,0
14_season,Stoke,West Ham,2,2,D,C Foy,14,13,1,1,0,0
14_season,Aston Villa,Tottenham,1,2,A,N Swarbrick,12,11,3,3,1,0
14_season,Man City,Man United,1,0,H,M Oliver,15,9,3,1,0,1
14_season,Crystal Palace,Sunderland,1,3,A,P Dowd,12,19,0,3,1,0
14_season,Burnley,Hull,1,0,H,M Clattenburg,17,17,6,4,0,0
14_season,Liverpool,Chelsea,1,2,A,A Taylor,9,12,2,5,0,0
14_season,Man United,Crystal Palace,1,0,H,C Foy,8,12,1,3,0,0
14_season,QPR,Man City,2,2,D,M Dean,9,10,4,2,0,0
14_season,Southampton,Leicester,2,0,H,M Oliver,10,12,2,2,0,0
14_season,West Ham,Aston Villa,0,0,D,J Moss,9,10,0,3,0,0
14_season,Sunderland,Everton,1,1,D,L Mason,11,13,1,2,0,0
14_season,Swansea,Arsenal,2,1,H,P Dowd,10,16,5,5,0,0
14_season,Tottenham,Stoke,1,2,A,M Jones,20,13,3,2,1,0
14_season,West Brom,Newcastle,0,2,A,C Pawson,12,6,0,0,0,0
14_season,Arsenal,Man United,1,2,A,M Dean,12,8,2,1,0,0
14_season,Chelsea,West Brom,2,0,H,L Mason,7,9,1,0,0,1
14_season,Everton,West Ham,2,1,H,M Clattenburg,10,13,2,3,0,0
14_season,Leicester,Sunderland,0,0,D,R Madley,18,12,2,3,0,0
14_season,Man City,Swansea,2,1,H,N Swarbrick,13,9,2,1,0,0
14_season,Newcastle,QPR,1,0,H,C Foy,12,15,2,3,0,0
14_season,Stoke,Burnley,1,2,A,M Atkinson,10,9,2,2,0,0
14_season,Crystal Palace,Liverpool,3,1,H,J Moss,21,10,1,2,0,0
14_season,Hull,Tottenham,1,2,A,C Pawson,15,9,3,1,1,0
14_season,Aston Villa,Southampton,1,1,D,P Dowd,15,17,1,2,0,0
14_season,Burnley,Aston Villa,1,1,D,G Scott,8,8,3,4,0,0
14_season,Liverpool,Stoke,1,0,H,C Pawson,11,9,0,3,0,0
14_season,Man United,Hull,3,0,H,A Taylor,12,12,2,2,0,0
14_season,QPR,Leicester,3,2,H,R East,8,17,3,2,0,0
14_season,Sunderland,Chelsea,0,0,D,K Friend,13,10,3,2,0,0
14_season,Swansea,Crystal Palace,1,1,D,M Atkinson,6,12,0,2,0,0
14_season,West Brom,Arsenal,0,1,A,C Foy,9,10,2,1,0,0
14_season,West Ham,Newcastle,1,0,H,M Dean,9,16,3,2,0,1
14_season,Southampton,Man City,0,3,A,M Jones,10,13,1,2,0,1
14_season,Tottenham,Everton,2,1,H,M Oliver,15,5,5,1,0,0
14_season,Burnley,Newcastle,1,1,D,P Dowd,12,12,2,2,0,0
14_season,Crystal Palace,Aston Villa,0,1,A,M Oliver,16,15,2,2,0,0
14_season,Leicester,Liverpool,1,3,A,L Mason,11,10,1,2,1,0
14_season,Man United,Stoke,2,1,H,J Moss,8,13,2,4,0,0
14_season,Swansea,QPR,2,0,H,K Friend,8,12,2,2,0,0
14_season,West Brom,West Ham,1,2,A,M Jones,11,17,2,1,0,0
14_season,Arsenal,Southampton,1,0,H,A Marriner,7,14,0,2,0,0
14_season,Chelsea,Tottenham,3,0,H,M Dean,9,9,1,1,0,0
14_season,Everton,Hull,1,1,D,R Madley,8,12,1,1,0,0
14_season,Sunderland,Man City,1,4,A,C Pawson,9,8,1,1,0,0
14_season,Hull,West Brom,0,0,D,M Oliver,10,16,1,1,0,0
14_season,Liverpool,Sunderland,0,0,D,N Swarbrick,12,15,1,3,0,0
14_season,Man City,Everton,1,0,H,A Marriner,8,11,3,3,0,0
14_season,Newcastle,Chelsea,2,1,H,M Atkinson,8,6,2,3,1,0
14_season,QPR,Burnley,2,0,H,J Moss,12,12,1,1,1,0
14_season,Stoke,Arsenal,3,2,H,A Taylor,17,14,3,2,0,1
14_season,Tottenham,Crystal Palace,0,0,D,L Mason,11,10,1,0,0,0
14_season,Aston Villa,Leicester,2,1,H,C Pawson,9,14,4,4,0,1
14_season,West Ham,Swansea,3,1,H,C Foy,11,18,0,1,0,1
14_season,Southampton,Man United,1,2,A,K Friend,12,9,2,1,0,0
14_season,Arsenal,Newcastle,4,1,H,L Mason,14,15,2,2,0,0
14_season,Burnley,Southampton,1,0,H,M Clattenburg,15,11,1,3,0,0
14_season,Chelsea,Hull,2,0,H,C Foy,13,13,3,3,0,1
14_season,Crystal Palace,Stoke,1,1,D,K Friend,12,11,2,0,0,0
14_season,Leicester,Man City,0,1,A,J Moss,15,13,0,2,0,0
14_season,Sunderland,West Ham,1,1,D,P Dowd,11,18,2,2,0,0
14_season,West Brom,Aston Villa,1,0,H,M Dean,17,12,4,2,0,1
14_season,Man United,Liverpool,3,0,H,M Atkinson,13,14,4,3,0,0
14_season,Swansea,Tottenham,1,2,A,R Madley,7,17,3,4,0,0
14_season,Everton,QPR,3,1,H,N Swarbrick,11,12,1,1,0,0
14_season,Aston Villa,Man United,1,1,D,L Mason,9,10,1,1,1,0
14_season,Hull,Swansea,0,1,A,M Clattenburg,14,16,2,2,0,0
14_season,Man City,Crystal Palace,3,0,H,P Dowd,17,5,2,1,0,0
14_season,QPR,West Brom,3,2,H,C Pawson,16,8,1,0,0,0
14_season,Southampton,Everton,3,0,H,J Moss,11,10,1,1,0,0
14_season,Tottenham,Burnley,2,1,H,M Jones,9,8,1,0,0,0
14_season,West Ham,Leicester,2,0,H,M Atkinson,8,17,0,3,0,0
14_season,Liverpool,Arsenal,2,2,D,M Oliver,6,14,0,3,1,0
14_season,Newcastle,Sunderland,0,1,A,A Taylor,15,15,4,4,0,0
14_season,Stoke,Chelsea,0,2,A,N Swarbrick,11,4,3,0,0,0
14_season,Arsenal,QPR,2,1,H,M Atkinson,6,15,1,4,1,0
14_season,Burnley,Liverpool,0,1,A,A Taylor,7,5,0,1,0,0
14_season,Chelsea,West Ham,2,0,H,M Oliver,8,14,0,3,0,0
14_season,Crystal Palace,Southampton,1,3,A,M Dean,15,10,1,0,0,0
14_season,Everton,Stoke,0,1,A,L Mason,9,15,2,3,0,0
14_season,Leicester,Tottenham,1,2,A,N Swarbrick,10,14,1,2,0,0
14_season,Man United,Newcastle,3,1,H,M Jones,16,9,1,2,0,0
14_season,Sunderland,Hull,1,3,A,A Marriner,12,6,4,2,0,0
14_season,Swansea,Aston Villa,1,0,H,R East,17,12,1,4,0,0
14_season,West Brom,Man City,1,3,A,M Clattenburg,5,9,0,1,0,0
14_season,Aston Villa,Sunderland,0,0,D,M Atkinson,4,11,1,4,1,0
14_season,Hull,Leicester,0,1,A,P Dowd,12,12,0,1,1,1
14_season,Man City,Burnley,2,2,D,K Friend,18,9,4,1,0,0
14_season,Newcastle,Everton,3,2,H,C Pawson,13,8,2,2,0,0
14_season,QPR,Crystal Palace,0,0,D,M Jones,11,17,2,1,0,0
14_season,Southampton,Chelsea,1,1,D,A Taylor,23,14,2,2,1,0
14_season,Stoke,West Brom,2,0,H,R East,11,14,0,2,0,0
14_season,Tottenham,Man United,0,0,D,J Moss,11,19,2,4,0,0
14_season,West Ham,Arsenal,1,2,A,N Swarbrick,12,13,3,3,0,0
14_season,Liverpool,Swansea,4,1,H,A Marriner,8,5,1,0,0,0
14_season,Aston Villa,Crystal Palace,0,0,D,R Madley,11,12,1,1,0,0
14_season,Hull,Everton,2,0,H,K Friend,16,15,2,3,0,1
14_season,Liverpool,Leicester,2,2,D,M Jones,13,10,2,2,0,0
14_season,Man City,Sunderland,3,2,H,R East,14,7,2,3,0,0
14_season,Newcastle,Burnley,3,3,D,M Dean,12,13,2,4,0,0
14_season,QPR,Swansea,1,1,D,A Taylor,22,5,4,0,0,1
14_season,Southampton,Arsenal,2,0,H,C Pawson,14,7,2,1,0,0
14_season,Stoke,Man United,1,1,D,M Oliver,8,12,0,0,0,0
14_season,Tottenham,Chelsea,5,3,H,P Dowd,14,10,3,1,0,0
14_season,West Ham,West Brom,1,1,D,J Moss,6,13,1,0,0,0
14_season,Burnley,QPR,2,1,H,A Marriner,14,9,2,2,0,0
14_season,Chelsea,Newcastle,2,0,H,R East,13,13,2,3,0,0
14_season,Crystal Palace,Tottenham,2,1,H,A Taylor,9,14,5,3,0,0
14_season,Everton,Man City,1,1,D,M Atkinson,9,10,1,2,0,0
14_season,Leicester,Aston Villa,1,0,H,M Oliver,18,6,1,1,1,1
14_season,Sunderland,Liverpool,0,1,A,C Pawson,12,11,1,4,1,0
14_season,Swansea,West Ham,1,1,D,M Dean,9,7,0,1,0,0
14_season,West Brom,Hull,1,0,H,N Swarbrick,5,13,1,0,0,0
14_season,Arsenal,Stoke,3,0,H,J Moss,11,11,0,3,0,0
14_season,Man United,Southampton,0,1,A,P Dowd,9,10,2,3,0,0
14_season,Aston Villa,Liverpool,0,2,A,M Clattenburg,13,11,1,1,0,0
14_season,Burnley,Crystal Palace,2,3,A,P Dowd,10,20,1,3,0,0
14_season,Leicester,Stoke,0,1,A,A Marriner,9,6,1,0,0,0
14_season,Newcastle,Southampton,1,2,A,R Madley,9,8,0,2,0,0
14_season,QPR,Man United,0,2,A,N Swarbrick,12,10,3,2,0,0
14_season,Swansea,Chelsea,0,5,A,J Moss,9,13,0,0,0,0
14_season,Tottenham,Sunderland,2,1,H,C Foy,14,8,1,2,0,0
14_season,Man City,Arsenal,0,2,A,M Dean,12,5,3,3,0,0
14_season,West Ham,Hull,3,0,H,M Atkinson,5,14,1,3,0,0
14_season,Everton,West Brom,0,0,D,M Oliver,11,12,3,2,0,0
14_season,Chelsea,Man City,1,1,D,M Clattenburg,12,14,0,2,0,0
14_season,Crystal Palace,Everton,0,1,A,R East,12,14,0,3,0,0
14_season,Hull,Newcastle,0,3,A,P Dowd,15,13,4,1,0,0
14_season,Liverpool,West Ham,2,0,H,A Marriner,12,12,1,1,0,0
14_season,Man United,Leicester,3,1,H,M Atkinson,8,12,0,1,0,0
14_season,Stoke,QPR,3,1,H,M Dean,11,12,2,2,0,0
14_season,Sunderland,Burnley,2,0,H,L Mason,12,12,3,1,0,0
14_season,West Brom,Tottenham,0,3,A,K Friend,8,13,2,1,0,0
14_season,Arsenal,Aston Villa,5,0,H,A Taylor,6,10,0,2,0,0
14_season,Southampton,Swansea,0,1,A,M Oliver,11,9,1,1,1,0
14_season,Aston Villa,Chelsea,1,2,A,N Swarbrick,8,7,3,2,0,0
14_season,Everton,Liverpool,0,0,D,A Taylor,11,7,4,1,0,0
14_season,Leicester,Crystal Palace,0,1,A,L Mason,15,6,4,1,0,0
14_season,Man City,Hull,1,1,D,J Moss,9,8,2,4,0,0
14_season,QPR,Southampton,0,1,A,R East,13,16,2,2,0,0
14_season,Swansea,Sunderland,1,1,D,P Dowd,11,13,3,4,0,0
14_season,Tottenham,Arsenal,2,1,H,M Atkinson,8,12,3,5,0,0
14_season,Burnley,West Brom,2,2,D,M Dean,10,15,0,4,0,0
14_season,Newcastle,Stoke,1,1,D,K Friend,14,17,2,4,0,0
14_season,West Ham,Man United,1,1,D,M Clattenburg,7,13,2,2,0,1
14_season,Arsenal,Leicester,2,1,H,M Jones,13,14,2,2,0,0
14_season,Hull,Aston Villa,2,0,H,M Oliver,16,11,1,2,0,0
14_season,Liverpool,Tottenham,3,2,H,P Dowd,13,17,3,6,0,0
14_season,Sunderland,QPR,0,2,A,M Atkinson,8,12,2,3,0,0
14_season,Chelsea,Everton,1,0,H,J Moss,8,13,3,3,0,1
14_season,Crystal Palace,Newcastle,1,1,D,A Marriner,10,11,1,2,0,0
14_season,Man United,Burnley,3,1,H,K Friend,15,8,4,3,0,0
14_season,Southampton,West Ham,0,0,D,C Pawson,12,11,2,1,0,1
14_season,Stoke,Man City,1,4,A,L Mason,6,11,1,2,0,0
14_season,West Brom,Swansea,2,0,H,R Madley,11,12,2,1,0,0
14_season,Aston Villa,Stoke,1,2,A,R East,11,14,1,3,1,0
14_season,Chelsea,Burnley,1,1,D,M Atkinson,9,9,1,2,1,0
14_season,Crystal Palace,Arsenal,1,2,A,M Clattenburg,15,14,1,3,0,0
14_season,Hull,QPR,2,1,H,A Taylor,18,16,0,4,0,1
14_season,Man City,Newcastle,5,0,H,C Foy,9,8,3,2,0,0
14_season,Sunderland,West Brom,0,0,D,M Jones,11,12,1,2,0,0
14_season,Swansea,Man United,2,1,H,N Swarbrick,6,15,2,4,0,0
14_season,Everton,Leicester,2,2,D,P Dowd,7,6,0,1,0,0
14_season,Southampton,Liverpool,0,2,A,K Friend,11,14,2,3,0,0
14_season,Tottenham,West Ham,2,2,D,J Moss,6,12,0,2,0,0
14_season,Burnley,Swansea,0,1,A,J Moss,14,8,0,0,0,0
14_season,Man United,Sunderland,2,0,H,R East,6,11,1,1,0,1
14_season,Newcastle,Aston Villa,1,0,H,L Mason,6,16,1,5,0,0
14_season,Stoke,Hull,1,0,H,N Swarbrick,9,10,2,2,0,0
14_season,West Brom,Southampton,1,0,H,P Dowd,10,17,2,1,0,0
14_season,West Ham,Crystal Palace,1,3,A,M Dean,12,19,2,2,0,1
14_season,Arsenal,Everton,2,0,H,A Marriner,12,5,2,0,0,0
14_season,Liverpool,Man City,2,1,H,M Clattenburg,8,16,1,3,0,0
14_season,Aston Villa,West Brom,2,1,H,J Moss,15,13,2,4,0,0
14_season,Hull,Sunderland,1,1,D,M Dean,9,15,2,6,0,0
14_season,Southampton,Crystal Palace,1,0,H,M Atkinson,11,10,0,2,0,0
14_season,Liverpool,Burnley,2,0,H,L Mason,8,14,0,1,0,0
14_season,Man City,Leicester,2,0,H,R Madley,11,3,0,1,0,0
14_season,Newcastle,Man United,0,1,A,A Taylor,6,14,1,2,0,0
14_season,QPR,Arsenal,1,2,A,K Friend,10,8,2,1,0,0
14_season,Stoke,Everton,2,0,H,M Clattenburg,11,14,2,2,0,0
14_season,Tottenham,Swansea,3,2,H,M Oliver,14,7,1,0,0,0
14_season,West Ham,Chelsea,0,1,A,A Marriner,10,10,3,4,0,0
14_season,QPR,Tottenham,1,2,A,C Pawson,15,12,1,2,0,0
14_season,Arsenal,West Ham,3,0,H,A Taylor,10,9,1,1,0,0
14_season,Burnley,Man City,1,0,H,A Marriner,6,9,2,1,0,0
14_season,Crystal Palace,QPR,3,1,H,L Mason,17,16,1,3,0,0
14_season,Leicester,Hull,0,0,D,J Moss,10,15,0,4,0,1
14_season,Sunderland,Aston Villa,0,4,A,N Swarbrick,10,9,1,1,0,0
14_season,West Brom,Stoke,1,0,H,M Oliver,7,16,1,2,0,0
14_season,Chelsea,Southampton,1,1,D,M Dean,10,11,3,3,0,0
14_season,Everton,Newcastle,3,0,H,M Atkinson,11,9,1,2,0,1
14_season,Man United,Tottenham,3,0,H,M Clattenburg,12,10,1,1,0,0
14_season,Swansea,Liverpool,0,1,A,R East,13,16,0,3,0,0
14_season,Aston Villa,Swansea,0,1,A,R Madley,13,9,0,0,0,0
14_season,Man City,West Brom,3,0,H,N Swarbrick,6,5,0,0,0,1
14_season,Newcastle,Arsenal,1,2,A,M Jones,11,7,0,0,0,0
14_season,Southampton,Burnley,2,0,H,R East,10,7,0,0,0,0
14_season,Stoke,Crystal Palace,1,2,A,A Marriner,15,14,3,4,0,0
14_season,Tottenham,Leicester,4,3,H,M Dean,8,9,2,1,0,0
14_season,West Ham,Sunderland,1,0,H,L Mason,14,11,0,1,0,0
14_season,Hull,Chelsea,2,3,A,M Oliver,14,11,0,2,0,0
14_season,Liverpool,Man United,1,2,A,M Atkinson,14,17,2,2,1,0
14_season,QPR,Everton,1,2,A,J Moss,11,12,2,1,0,0
14_season,Arsenal,Liverpool,4,1,H,A Taylor,7,9,1,0,0,1
14_season,Chelsea,Stoke,2,1,H,J Moss,5,22,1,6,0,0
14_season,Everton,Southampton,1,0,H,L Mason,12,17,0,1,0,0
14_season,Leicester,West Ham,2,1,H,M Clattenburg,12,10,0,3,0,0
14_season,Man United,Aston Villa,3,1,H,R East,15,12,0,1,0,0
14_season,Swansea,Hull,3,1,H,A Marriner,11,14,1,5,0,1
14_season,West Brom,QPR,1,4,A,L Probert,6,15,2,3,1,0
14_season,Burnley,Tottenham,0,0,D,M Atkinson,9,5,2,0,0,0
14_season,Sunderland,Newcastle,1,0,H,M Dean,14,18,5,2,0,0
14_season,Crystal Palace,Man City,2,1,H,M Oliver,11,11,2,1,0,0
14_season,Aston Villa,QPR,3,3,D,C Pawson,8,12,0,4,0,0
14_season,Burnley,Arsenal,0,1,A,M Dean,15,7,2,0,0,0
14_season,Southampton,Hull,2,0,H,K Friend,7,11,2,0,0,0
14_season,Sunderland,Crystal Palace,1,4,A,A Taylor,15,17,2,2,0,0
14_season,Swansea,Everton,1,1,D,M Oliver,18,12,3,3,0,0
14_season,Tottenham,Aston Villa,0,1,A,L Probert,11,12,3,2,0,1
14_season,West Brom,Leicester,2,3,A,M Atkinson,15,15,2,2,0,0
14_season,West Ham,Stoke,1,1,D,R East,17,13,3,1,0,0
14_season,Man United,Man City,4,2,H,M Clattenburg,9,16,0,3,0,0
14_season,QPR,Chelsea,0,1,A,A Marriner,12,6,2,1,0,0
14_season,Liverpool,Newcastle,2,0,H,L Mason,8,17,2,0,0,1
14_season,Chelsea,Man United,1,0,H,M Dean,13,11,7,1,0,0
14_season,Crystal Palace,West Brom,0,2,A,J Moss,17,17,3,3,0,0
14_season,Everton,Burnley,1,0,H,M Jones,12,15,1,2,0,1
14_season,Leicester,Swansea,2,0,H,L Probert,6,5,0,2,0,0
14_season,Stoke,Southampton,2,1,H,M Clattenburg,17,17,0,4,0,0
14_season,Man City,West Ham,2,0,H,A Taylor,10,6,2,2,0,0
14_season,Newcastle,Tottenham,1,3,A,K Friend,11,13,2,4,0,0
14_season,Burnley,Leicester,0,1,A,A Taylor,16,16,3,0,0,0
14_season,Crystal Palace,Hull,0,2,A,M Clattenburg,15,10,0,0,0,0
14_season,Man City,Aston Villa,3,2,H,M Dean,13,11,1,2,0,0
14_season,Newcastle,Swansea,2,3,A,N Swarbrick,14,9,1,2,0,0
14_season,QPR,West Ham,0,0,D,M Jones,14,12,1,0,0,0
14_season,Southampton,Tottenham,2,2,D,J Moss,9,10,1,3,0,0
14_season,Stoke,Sunderland,1,1,D,M Atkinson,14,15,2,3,0,0
14_season,West Brom,Liverpool,0,0,D,R East,12,11,1,0,0,0
14_season,Arsenal,Chelsea,0,0,D,M Oliver,17,11,4,3,0,0
14_season,Everton,Man United,3,0,H,A Marriner,6,10,0,2,0,0
14_season,Hull,Liverpool,1,0,H,L Probert,10,10,2,0,0,0
14_season,Leicester,Chelsea,1,3,A,M Clattenburg,10,1,1,0,0,0
14_season,Aston Villa,Everton,3,2,H,M Clattenburg,13,12,2,1,0,0
14_season,Leicester,Newcastle,3,0,H,M Dean,10,13,1,2,0,2
14_season,Liverpool,QPR,2,1,H,M Atkinson,9,18,2,3,0,1
14_season,Man United,West Brom,0,1,A,A Taylor,10,11,1,0,0,0
14_season,Sunderland,Southampton,2,1,H,M Jones,12,13,2,2,0,1
14_season,Swansea,Stoke,2,0,H,C Pawson,9,18,1,2,0,1
14_season,West Ham,Burnley,1,0,H,J Moss,11,7,3,2,0,1
14_season,Chelsea,Crystal Palace,1,0,H,K Friend,12,13,2,2,0,0
14_season,Tottenham,Man City,0,1,A,A Marriner,6,11,3,4,0,0
14_season,Hull,Arsenal,1,3,A,L Mason,8,11,2,0,0,0
14_season,Aston Villa,West Ham,1,0,H,L Mason,6,13,1,1,0,0
14_season,Crystal Palace,Man United,1,2,A,M Oliver,13,12,0,1,0,0
14_season,Everton,Sunderland,0,2,A,L Probert,10,9,2,3,0,0
14_season,Hull,Burnley,0,1,A,M Atkinson,16,12,1,1,0,0
14_season,Leicester,Southampton,2,0,H,R East,12,10,1,0,0,0
14_season,Newcastle,West Brom,1,1,D,C Foy,11,17,2,3,0,0
14_season,Stoke,Tottenham,3,0,H,M Clattenburg,14,12,0,0,0,1
14_season,Chelsea,Liverpool,1,1,D,A Marriner,13,11,4,3,0,0
14_season,Man City,QPR,6,0,H,M Dean,12,7,0,1,0,0
14_season,Arsenal,Swansea,0,1,A,K Friend,7,10,0,1,0,0
14_season,Burnley,Stoke,0,0,D,M Oliver,14,9,1,2,0,0
14_season,Liverpool,Crystal Palace,1,3,A,J Moss,10,17,2,3,0,0
14_season,QPR,Newcastle,2,1,H,L Probert,12,8,2,0,0,0
