season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HF,AF,HY,AY,HR,AR
16_season,Southampton,Arsenal,0,2,A,J Moss,5,5,1,2,0,0
16_season,Everton,Watford,1,0,H,K Friend,7,11,0,3,0,0
16_season,West Brom,Chelsea,0,1,A,M Oliver,13,8,3,0,0,0
16_season,Bournemouth,Burnley,2,1,H,L Probert,6,11,0,1,0,0
16_season,Man City,Leicester,2,1,H,R Madley,12,16,3,3,0,0
16_season,Middlesbrough,Southampton,1,2,A,A Taylor,19,11,3,0,0,0
16_season,Stoke,Arsenal,1,4,A,M Dean,13,7,1,2,0,0
16_season,Sunderland,Swansea,0,2,A,A Marriner,13,6,4,0,0,0
16_season,Crystal Palace,Hull,4,0,H,M Atkinson,13,14,3,5,0,0
16_season,Tottenham,Man United,2,1,H,J Moss,14,15,1,2,0,0
16_season,West Ham,Liverpool,0,4,A,N Swarbrick,5,10,2,0,0,0
16_season,Chelsea,Watford,4,3,H,L Mason,7,12,2,4,0,1
16_season,Arsenal,Sunderland,2,0,H,R East,15,10,4,2,0,0
16_season,Man City,West Brom,3,1,H,C Pawson,8,11,1,2,0,0
16_season,Southampton,Man United,0,0,D,M Dean,7,10,2,1,0,0
16_season,Leicester,Tottenham,1,6,A,M Oliver,11,8,3,1,0,0
16_season,Arsenal,Everton,3,1,H,M Oliver,10,15,2,4,1,0
16_season,Burnley,West Ham,1,2,A,R Madley,11,14,2,2,0,0
16_season,Chelsea,Sunderland,5,1,H,N Swarbrick,8,15,1,1,0,0
16_season,Hull,Tottenham,1,7,A,A Marriner,14,5,0,0,0,0
16_season,Leicester,Bournemouth,1,1,D,l Mason,11,10,4,1,0,0
16_season,Liverpool,Middlesbrough,3,0,H,M Atkinson,13,8,0,1,0,0
16_season,Man United,Crystal Palace,2,0,H,A Taylor,16,10,2,0,0,0
16_season,Southampton,Stoke,0,1,A,L Probert,12,10,2,4,0,0
16_season,Swansea,West Brom,2,1,H,M Dean,8,10,1,1,0,0
16_season,Watford,Man City,0,5,A,J Moss,12,10,1,0,0,0
