season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HF,AF,HY,AY,HR,AR
19_season,Arsenal,Tottenham,2,2,D,M Atkinson,13,19,3,5,0,0
19_season,Liverpool,Newcastle,3,1,H,A Marriner,5,4,0,0,0,0
19_season,Brighton,Burnley,1,1,D,M Oliver,13,7,0,2,0,0
19_season,Man United,Leicester,1,0,H,M Atkinson,14,14,1,2,0,0
19_season,Sheffield United,Southampton,0,1,A,L Mason,10,7,1,1,1,0
19_season,Tottenham,Crystal Palace,4,0,H,C Pawson,19,11,4,2,0,0
19_season,Wolves,Chelsea,2,5,A,G Scott,8,11,1,2,0,0
19_season,Norwich,Man City,3,2,H,K Friend,8,7,3,1,0,0
19_season,Bournemouth,Everton,3,1,H,P Tierney,5,14,0,4,0,0
19_season,Watford,Arsenal,2,2,D,A Taylor,14,4,3,3,0,0
19_season,Aston Villa,West Ham,0,0,D,M Dean,13,12,2,1,0,1
19_season,Southampton,Bournemouth,1,3,A,C Kavanagh,8,9,1,3,0,0
19_season,Leicester,Tottenham,2,1,H,P Tierney,16,13,1,2,0,0
19_season,Burnley,Norwich,2,0,H,D Coote,11,10,0,1,0,0
19_season,Everton,Sheffield United,0,2,A,S Hooper,9,9,1,3,0,0
19_season,Man City,Watford,8,0,H,M Dean,5,9,2,2,0,0
19_season,Newcastle,Brighton,0,0,D,M Atkinson,12,8,2,1,0,0
19_season,Crystal Palace,Wolves,1,1,D,S Attwell,7,10,2,1,0,1
19_season,West Ham,Man United,2,0,H,A Taylor,8,9,2,2,0,0
19_season,Arsenal,Aston Villa,3,2,H,J Moss,13,15,5,1,1,0
19_season,Chelsea,Liverpool,1,2,A,M Oliver,8,13,3,3,0,0
19_season,Sheffield United,Liverpool,0,1,A,A Taylor,8,4,1,1,0,0
19_season,Aston Villa,Burnley,2,2,D,L Mason,10,16,1,4,0,0
19_season,Bournemouth,West Ham,2,2,D,S Attwell,7,8,3,1,0,0
19_season,Chelsea,Brighton,2,0,H,C Kavanagh,5,13,2,3,0,0
19_season,Crystal Palace,Norwich,2,0,H,J Moss,14,10,3,1,0,0
19_season,Tottenham,Southampton,2,1,H,G Scott,5,16,0,2,1,0
19_season,Wolves,Watford,2,0,H,P Tierney,5,6,0,1,0,0
19_season,Everton,Man City,1,3,A,M Oliver,4,8,2,2,0,0
19_season,Leicester,Newcastle,5,0,H,C Pawson,12,9,1,1,0,1
19_season,Man United,Arsenal,1,1,D,K Friend,18,13,4,2,0,0
19_season,Brighton,Tottenham,3,0,H,J Moss,11,7,2,1,0,0
19_season,Burnley,Everton,1,0,H,G Scott,5,12,2,1,0,1
19_season,Liverpool,Leicester,2,1,H,C Kavanagh,9,17,1,4,0,0
19_season,Norwich,Aston Villa,1,5,A,A Madley,14,17,1,3,0,0
19_season,Watford,Sheffield United,0,0,D,A Marriner,7,6,0,2,0,0
19_season,West Ham,Crystal Palace,1,2,A,M Oliver,11,7,3,2,0,0
19_season,Arsenal,Bournemouth,1,0,H,M Atkinson,12,6,1,2,0,0
19_season,Man City,Wolves,0,2,A,C Pawson,11,14,5,2,0,0
19_season,Southampton,Chelsea,1,4,A,P Tierney,8,15,0,1,0,0
19_season,Newcastle,Man United,1,0,H,M Dean,12,10,3,3,0,0
19_season,Everton,West Ham,2,0,H,P Tierney,15,15,2,2,0,0
19_season,Aston Villa,Brighton,2,1,H,D Coote,9,17,1,2,0,1
19_season,Bournemouth,Norwich,0,0,D,L Mason,8,11,1,3,0,0
19_season,Chelsea,Newcastle,1,0,H,A Marriner,9,12,2,1,0,0
19_season,Leicester,Burnley,2,1,H,J Moss,4,10,0,3,0,0
19_season,Tottenham,Watford,1,1,D,C Kavanagh,5,9,4,3,0,0
19_season,Wolves,Southampton,1,1,D,P Bankes,10,17,3,2,0,0
19_season,Crystal Palace,Man City,0,2,A,A Taylor,8,10,1,1,0,0
19_season,Man United,Liverpool,1,1,D,M Atkinson,6,14,0,1,0,0
19_season,Sheffield United,Arsenal,1,0,H,M Dean,10,12,4,4,0,0
19_season,Southampton,Leicester,0,9,A,A Marriner,3,12,0,0,1,0
19_season,Man City,Aston Villa,3,0,H,G Scott,10,5,1,1,1,0
19_season,Brighton,Everton,3,2,H,A Madley,12,12,2,1,0,0
19_season,Watford,Bournemouth,0,0,D,M Dean,14,8,5,3,0,0
19_season,West Ham,Sheffield United,1,1,D,D Coote,7,10,2,2,0,0
19_season,Burnley,Chelsea,2,4,A,M Oliver,7,8,3,2,0,0
19_season,Newcastle,Wolves,1,1,D,K Friend,8,15,2,2,1,0
19_season,Arsenal,Crystal Palace,2,2,D,M Atkinson,18,9,2,0,0,0
19_season,Liverpool,Tottenham,2,1,H,A Taylor,9,11,3,3,0,0
19_season,Norwich,Man United,1,3,A,S Attwell,13,10,2,2,0,0
19_season,Bournemouth,Man United,1,0,H,C Kavanagh,14,12,4,3,0,0
19_season,Arsenal,Wolves,1,1,D,M Oliver,6,15,0,2,0,0
19_season,Aston Villa,Liverpool,1,2,A,J Moss,12,9,1,2,0,0
19_season,Brighton,Norwich,2,0,H,K Friend,11,8,0,1,0,0
19_season,Man City,Southampton,2,1,H,L Mason,11,10,3,1,0,0
19_season,Sheffield United,Burnley,3,0,H,S Hooper,8,12,1,2,0,0
19_season,West Ham,Newcastle,2,3,A,S Attwell,10,7,2,1,0,0
19_season,Watford,Chelsea,1,2,A,A Taylor,8,5,4,2,0,0
19_season,Crystal Palace,Leicester,0,2,A,P Tierney,15,16,2,2,0,0
19_season,Everton,Tottenham,1,1,D,M Atkinson,9,8,1,2,0,1
19_season,Norwich,Watford,0,2,A,A Marriner,7,13,1,2,0,1
19_season,Chelsea,Crystal Palace,2,0,H,M Dean,9,17,3,2,0,0
19_season,Burnley,West Ham,3,0,H,K Friend,17,10,2,1,0,0
19_season,Newcastle,Bournemouth,2,1,H,M Atkinson,10,5,2,0,0,0
19_season,Southampton,Everton,1,2,A,P Tierney,12,12,1,1,0,0
19_season,Tottenham,Sheffield United,1,1,D,G Scott,6,9,2,2,0,0
19_season,Leicester,Arsenal,2,0,H,C Kavanagh,10,10,1,1,0,0
19_season,Man United,Brighton,3,1,H,J Moss,10,14,2,5,0,0
19_season,Wolves,Aston Villa,2,1,H,A Taylor,17,8,4,3,0,0
19_season,Liverpool,Man City,3,1,H,M Oliver,10,5,0,2,0,0
19_season,West Ham,Tottenham,2,3,A,M Oliver,12,14,3,2,0,0
19_season,Arsenal,Southampton,2,2,D,S Attwell,13,19,6,2,0,0
19_season,Bournemouth,Wolves,1,2,A,S Hooper,10,12,2,1,1,0
19_season,Brighton,Leicester,0,2,A,M Dean,9,1,2,0,0,0
19_season,Crystal Palace,Liverpool,1,2,A,K Friend,8,7,0,1,0,0
19_season,Everton,Norwich,0,2,A,A Taylor,12,11,3,5,0,0
19_season,Watford,Burnley,0,3,A,P Tierney,14,13,0,3,0,0
19_season,Man City,Chelsea,2,1,H,M Atkinson,5,9,1,1,0,0
19_season,Sheffield United,Man United,3,3,D,A Marriner,13,10,1,2,0,0
19_season,Aston Villa,Newcastle,2,0,H,L Mason,10,9,1,1,0,0
19_season,Newcastle,Man City,2,2,D,C Kavanagh,4,6,1,2,0,0
19_season,Burnley,Crystal Palace,0,2,A,P Bankes,13,10,2,0,0,0
19_season,Chelsea,West Ham,0,1,A,J Moss,0,16,0,3,0,0
19_season,Liverpool,Brighton,2,1,H,M Atkinson,3,10,0,0,1,0
19_season,Tottenham,Bournemouth,3,2,H,L Mason,10,12,0,2,0,0
19_season,Southampton,Watford,2,1,H,M Oliver,6,10,1,0,0,0
19_season,Norwich,Arsenal,2,2,D,P Tierney,8,10,2,1,0,0
19_season,Wolves,Sheffield United,1,1,D,D Coote,12,18,1,4,0,0
19_season,Leicester,Everton,2,1,H,G Scott,7,9,0,1,0,0
19_season,Man United,Aston Villa,2,2,D,C Pawson,16,8,4,1,0,0
19_season,Crystal Palace,Bournemouth,1,0,H,A Taylor,6,15,3,3,1,0
19_season,Burnley,Man City,1,4,A,J Moss,9,6,1,1,0,0
19_season,Chelsea,Aston Villa,2,1,H,C Kavanagh,18,10,2,1,0,0
19_season,Leicester,Watford,2,0,H,C Pawson,13,16,3,2,0,0
19_season,Man United,Tottenham,2,1,H,P Tierney,9,9,0,1,0,0
19_season,Southampton,Norwich,2,1,H,K Friend,12,7,1,1,0,0
19_season,Wolves,West Ham,2,0,H,A Marriner,8,9,1,2,0,0
19_season,Liverpool,Everton,5,2,H,M Dean,13,17,1,2,0,0
19_season,Sheffield United,Newcastle,0,2,A,S Attwell,10,6,2,0,0,0
19_season,Arsenal,Brighton,1,2,A,G Scott,10,11,3,1,0,0
19_season,Everton,Chelsea,3,1,H,C Pawson,14,9,3,0,0,0
19_season,Bournemouth,Liverpool,0,3,A,C Kavanagh,5,6,0,1,0,0
19_season,Tottenham,Burnley,5,0,H,K Friend,12,8,1,1,0,0
19_season,Watford,Crystal Palace,0,0,D,M Atkinson,15,16,4,2,0,0
19_season,Man City,Man United,1,2,A,A Taylor,10,10,3,2,0,0
19_season,Aston Villa,Leicester,1,4,A,M Oliver,21,15,6,2,0,0
19_season,Newcastle,Southampton,2,1,H,D Coote,11,17,1,3,0,0
19_season,Norwich,Sheffield United,1,2,A,S Hooper,6,12,0,4,0,0
19_season,Brighton,Wolves,2,2,D,J Moss,10,7,3,0,0,0
19_season,West Ham,Arsenal,1,3,A,M Dean,12,6,2,0,0,0
19_season,Liverpool,Watford,2,0,H,A Marriner,8,6,2,1,0,0
19_season,Burnley,Newcastle,1,0,H,T Robinson,15,12,0,2,0,0
19_season,Chelsea,Bournemouth,0,1,A,G Scott,9,14,1,2,0,0
19_season,Leicester,Norwich,1,1,D,A Madley,11,15,0,4,0,0
19_season,Sheffield United,Aston Villa,2,0,H,P Bankes,10,9,2,2,0,0
19_season,Southampton,West Ham,0,1,A,M Atkinson,9,14,1,3,0,0
19_season,Man United,Everton,1,1,D,M Oliver,10,12,1,2,0,0
19_season,Wolves,Tottenham,1,2,A,S Attwell,14,10,4,4,0,0
19_season,Arsenal,Man City,0,3,A,P Tierney,9,24,1,4,0,0
19_season,Crystal Palace,Brighton,1,1,D,C Pawson,7,12,1,1,0,0
19_season,Everton,Arsenal,0,0,D,K Friend,10,11,2,3,0,0
19_season,Aston Villa,Southampton,1,3,A,C Pawson,16,15,2,1,0,0
19_season,Bournemouth,Burnley,0,1,A,M Atkinson,13,21,2,4,0,0
19_season,Brighton,Sheffield United,0,1,A,R Jones,6,11,1,3,0,0
19_season,Newcastle,Crystal Palace,1,0,H,S Hooper,12,11,2,0,0,0
19_season,Norwich,Wolves,1,2,A,P Bankes,7,14,2,4,0,0
19_season,Man City,Leicester,3,1,H,M Dean,14,9,2,2,0,0
19_season,Watford,Man United,2,0,H,L Mason,16,11,3,1,0,0
19_season,Tottenham,Chelsea,0,2,A,A Taylor,9,11,4,3,1,0
19_season,Tottenham,Brighton,2,1,H,G Scott,10,9,4,2,0,0
19_season,Aston Villa,Norwich,1,0,H,C Kavanagh,15,12,2,3,0,0
19_season,Bournemouth,Arsenal,1,1,D,S Attwell,5,13,4,4,0,0
19_season,Chelsea,Southampton,0,2,A,J Moss,10,9,3,2,0,0
19_season,Crystal Palace,West Ham,2,1,H,A Marriner,5,10,0,2,0,0
19_season,Everton,Burnley,1,0,H,A Taylor,15,14,0,0,0,0
19_season,Sheffield United,Watford,1,1,D,D Coote,11,8,1,3,0,0
19_season,Man United,Newcastle,4,1,H,K Friend,10,7,2,2,0,0
19_season,Leicester,Liverpool,0,4,A,M Oliver,5,7,1,1,0,0
19_season,Wolves,Man City,3,2,H,M Atkinson,7,13,0,1,0,1
19_season,Brighton,Bournemouth,2,0,H,P Tierney,8,11,0,2,0,0
19_season,Newcastle,Everton,1,2,A,L Mason,13,13,2,2,0,0
19_season,Southampton,Crystal Palace,1,1,D,A Madley,13,7,1,2,0,0
19_season,Watford,Aston Villa,3,0,H,S Hooper,16,9,3,1,1,0
19_season,Norwich,Tottenham,2,2,D,K Friend,12,10,3,3,0,0
19_season,West Ham,Leicester,1,2,A,D Coote,16,4,4,1,0,0
19_season,Burnley,Man United,0,2,A,M Dean,17,10,4,3,0,0
19_season,Arsenal,Chelsea,1,2,A,C Pawson,13,19,5,4,0,0
19_season,Liverpool,Wolves,1,0,H,A Taylor,7,3,1,0,0,0
19_season,Man City,Sheffield United,2,0,H,C Kavanagh,5,6,1,1,0,0
19_season,Brighton,Chelsea,1,1,D,S Attwell,8,15,2,3,0,0
19_season,Burnley,Aston Villa,1,2,A,M Oliver,12,10,1,1,0,0
19_season,Newcastle,Leicester,0,3,A,M Atkinson,8,12,1,1,0,0
19_season,Southampton,Tottenham,1,0,H,M Dean,21,8,3,4,0,0
19_season,Watford,Wolves,2,1,H,A Madley,12,6,3,1,1,0
19_season,Man City,Everton,2,1,H,A Marriner,11,11,0,4,0,0
19_season,Norwich,Crystal Palace,1,1,D,J Moss,12,9,5,0,0,0
19_season,West Ham,Bournemouth,4,0,H,G Scott,3,12,1,2,0,0
19_season,Arsenal,Man United,2,0,H,C Kavanagh,11,15,2,0,0,0
19_season,Liverpool,Sheffield United,2,0,H,P Tierney,5,8,0,0,0,0
19_season,Sheffield United,West Ham,1,0,H,M Oliver,11,6,1,0,0,0
19_season,Crystal Palace,Arsenal,1,1,D,P Tierney,14,22,2,3,0,1
19_season,Chelsea,Burnley,3,0,H,K Friend,7,4,0,3,0,0
19_season,Everton,Brighton,1,0,H,D Coote,7,7,2,1,0,0
19_season,Leicester,Southampton,1,2,A,L Mason,9,17,0,3,0,0
19_season,Man United,Norwich,4,0,H,A Taylor,18,7,0,0,0,0
19_season,Wolves,Newcastle,1,1,D,P Bankes,13,12,0,3,0,0
19_season,Tottenham,Liverpool,0,1,A,M Atkinson,4,8,0,2,0,0
19_season,Bournemouth,Watford,0,3,A,M Dean,3,13,1,1,0,0
19_season,Aston Villa,Man City,1,6,A,J Moss,5,12,2,1,0,0
19_season,Watford,Tottenham,0,0,D,M Oliver,13,13,2,3,0,0
19_season,Arsenal,Sheffield United,1,1,D,M Dean,9,13,1,2,0,0
19_season,Brighton,Aston Villa,1,1,D,A Madley,11,13,3,3,0,0
19_season,Man City,Crystal Palace,2,2,D,S Scott,9,7,1,2,0,0
19_season,Norwich,Bournemouth,1,0,H,P Tierney,10,10,2,2,1,1
19_season,Southampton,Wolves,2,3,A,D England,13,12,2,1,0,0
19_season,West Ham,Everton,1,1,D,A Marriner,11,13,1,0,0,0
19_season,Newcastle,Chelsea,1,0,H,C Kavanagh,9,14,1,1,0,0
19_season,Burnley,Leicester,2,1,H,A Taylor,14,8,1,0,0,0
19_season,Liverpool,Man United,2,0,H,C Pawson,7,10,1,3,0,0
19_season,Aston Villa,Watford,2,1,H,M Atkinson,11,18,2,2,0,0
19_season,Bournemouth,Brighton,3,1,H,K Friend,9,12,1,1,0,0
19_season,Crystal Palace,Southampton,0,2,A,A Marriner,12,13,1,2,0,0
19_season,Everton,Newcastle,2,2,D,S Hooper,13,10,1,1,0,0
19_season,Sheffield United,Man City,0,1,A,L Mason,13,13,4,3,0,0
19_season,Chelsea,Arsenal,2,2,D,S Attwell,11,6,2,1,0,1
19_season,Leicester,West Ham,4,1,H,D Coote,10,19,1,1,0,0
19_season,Tottenham,Norwich,2,1,H,C Kavanagh,12,7,0,1,0,0
19_season,Man United,Burnley,0,2,A,J Moss,11,7,0,2,0,0
19_season,Wolves,Liverpool,1,2,A,M Oliver,6,11,0,1,0,0
19_season,West Ham,Liverpool,0,2,A,J Moss,6,6,2,0,0,0
19_season,Leicester,Chelsea,2,2,D,L Mason,16,14,2,2,0,0
19_season,Bournemouth,Aston Villa,2,1,H,A Taylor,10,15,1,3,1,0
19_season,Crystal Palace,Sheffield United,0,1,A,A Madley,9,15,3,2,0,0
19_season,Liverpool,Southampton,4,0,H,K Friend,9,15,0,2,0,0
19_season,Newcastle,Norwich,0,0,D,M Atkinson,10,15,2,1,0,0
19_season,Watford,Everton,2,3,A,C Pawson,17,14,2,2,0,1
19_season,West Ham,Brighton,3,3,D,M Oliver,8,9,1,1,0,0
19_season,Man United,Wolves,0,0,D,P Tierney,14,15,3,2,0,0
19_season,Burnley,Arsenal,0,0,D,C Kavanagh,8,11,1,3,0,0
19_season,Tottenham,Man City,2,0,H,M Dean,8,14,2,3,0,1
19_season,Everton,Crystal Palace,3,1,H,D Coote,11,12,0,1,0,0
19_season,Brighton,Watford,1,1,D,K Friend,9,12,2,2,0,0
19_season,Sheffield United,Bournemouth,2,1,H,J Moss,10,8,2,2,0,0
19_season,Wolves,Leicester,0,0,D,M Dean,13,10,2,2,0,1
19_season,Southampton,Burnley,1,2,A,S Hooper,8,11,2,2,0,0
19_season,Norwich,Liverpool,0,1,A,S Attwell,5,11,1,2,0,0
19_season,Aston Villa,Tottenham,2,3,A,M Atkinson,12,10,2,0,0,0
19_season,Arsenal,Newcastle,4,0,H,L Mason,15,9,2,0,0,0
19_season,Chelsea,Man United,0,2,A,A Taylor,11,11,4,3,0,0
19_season,Man City,West Ham,2,0,H,K Friend,5,7,0,1,0,0
19_season,Chelsea,Tottenham,2,1,H,M Oliver,14,14,1,2,0,0
19_season,Burnley,Bournemouth,3,0,H,M Dean,9,9,4,3,0,0
19_season,Crystal Palace,Newcastle,1,0,H,P Bankes,15,11,2,6,0,1
19_season,Sheffield United,Brighton,1,1,D,G Scott,3,6,0,2,0,0
19_season,Southampton,Aston Villa,2,0,H,C Pawson,13,17,1,4,0,0
19_season,Leicester,Man City,0,1,A,P Tierney,14,10,0,0,0,0
19_season,Man United,Watford,3,0,H,M Atkinson,6,15,0,1,0,0
19_season,Wolves,Norwich,3,0,H,C Kavanagh,11,6,2,3,0,0
19_season,Arsenal,Everton,3,2,H,S Attwell,12,12,0,4,0,0
19_season,Liverpool,West Ham,3,2,H,J Moss,4,10,0,3,0,0
19_season,Norwich,Leicester,1,0,H,C Pawson,13,16,1,2,0,0
19_season,Brighton,Crystal Palace,0,1,A,M Atkinson,8,9,1,1,0,0
19_season,Bournemouth,Chelsea,2,2,D,A Marriner,8,5,2,2,0,0
19_season,Newcastle,Burnley,0,0,D,A Madley,11,9,4,3,0,0
19_season,West Ham,Southampton,3,1,H,A Taylor,8,11,1,1,0,0
19_season,Watford,Liverpool,3,0,H,M Oliver,4,8,0,0,0,0
19_season,Everton,Man United,1,1,D,C Kavanagh,11,11,3,4,0,0
19_season,Tottenham,Wolves,2,3,A,S Attwell,12,14,3,2,0,0
19_season,Liverpool,Bournemouth,2,1,H,P Tierney,10,12,0,1,0,0
19_season,Arsenal,West Ham,1,0,H,M Atkinson,11,9,1,2,0,0
19_season,Crystal Palace,Watford,1,0,H,A Taylor,12,19,4,4,0,0
19_season,Sheffield United,Norwich,1,0,H,S Hooper,12,8,0,0,0,0
19_season,Southampton,Newcastle,0,1,A,G Scott,14,15,0,3,1,0
19_season,Wolves,Brighton,0,0,D,A Marriner,4,7,1,3,0,0
19_season,Burnley,Tottenham,1,1,D,J Moss,16,11,5,4,0,0
19_season,Chelsea,Everton,4,0,H,K Friend,8,10,1,2,0,0
19_season,Man United,Man City,2,0,H,M Dean,11,9,2,4,0,0
19_season,Leicester,Aston Villa,4,0,H,M Oliver,15,12,2,1,0,0
19_season,Aston Villa,Sheffield United,0,0,D,M Oliver,11,14,1,1,0,0
19_season,Man City,Arsenal,3,0,H,A Taylor,9,7,1,1,0,1
19_season,Norwich,Southampton,0,3,A,K Friend,9,15,1,1,0,0
19_season,Tottenham,Man United,1,1,D,J Moss,17,18,0,1,0,0
19_season,Watford,Leicester,1,1,D,C Pawson,15,12,0,1,0,0
19_season,Brighton,Arsenal,2,1,H,M Atkinson,13,8,2,1,0,0
19_season,West Ham,Wolves,0,2,A,A Taylor,8,7,1,1,0,0
19_season,Bournemouth,Crystal Palace,0,2,A,S Attwell,13,15,3,2,0,0
19_season,Newcastle,Sheffield United,3,0,H,D Coote,9,10,2,0,0,1
19_season,Aston Villa,Chelsea,1,2,A,P Tierney,9,17,2,1,0,0
19_season,Everton,Liverpool,0,0,D,M Dean,15,12,2,2,0,0
19_season,Man City,Burnley,5,0,H,A Marriner,8,7,1,1,0,0
19_season,Leicester,Brighton,0,0,D,L Mason,10,13,2,2,0,0
19_season,Tottenham,West Ham,2,0,H,C Pawson,12,7,2,2,0,0
19_season,Man United,Sheffield United,3,0,H,A Taylor,10,6,1,0,0,0
19_season,Newcastle,Aston Villa,1,1,D,C Kavanagh,15,13,2,2,0,0
19_season,Norwich,Everton,0,1,A,A Madley,8,13,0,1,0,0
19_season,Wolves,Bournemouth,1,0,H,M Oliver,11,11,3,3,0,0
19_season,Liverpool,Crystal Palace,4,0,H,M Atkinson,7,5,0,0,0,0
19_season,Burnley,Watford,1,0,H,M Dean,13,15,1,0,0,0
19_season,Southampton,Arsenal,0,2,A,G Scott,10,14,0,2,1,0
19_season,Chelsea,Man City,2,1,H,S Attwell,13,3,1,1,0,1
19_season,Aston Villa,Wolves,0,1,A,C Pawson,16,16,1,1,0,0
19_season,Watford,Southampton,1,3,A,M Oliver,18,9,3,0,0,0
19_season,Crystal Palace,Burnley,0,1,A,S Hooper,12,13,1,1,0,0
19_season,Brighton,Man United,0,3,A,A Marriner,10,9,0,1,0,0
19_season,Arsenal,Norwich,4,0,H,P Bankes,10,10,1,4,0,0
19_season,Bournemouth,Newcastle,1,4,A,K Friend,11,10,2,0,0,0
19_season,Everton,Leicester,2,1,H,D Coote,13,10,1,1,0,0
19_season,West Ham,Chelsea,3,2,H,M Atkinson,10,9,2,1,0,0
19_season,Sheffield United,Tottenham,3,1,H,C Kavanagh,13,13,2,0,0,0
19_season,Man City,Liverpool,4,0,H,A Taylor,8,7,2,2,0,0
19_season,Norwich,Brighton,0,1,A,S Attwell,11,13,2,2,0,0
19_season,Leicester,Crystal Palace,3,0,H,J Moss,18,8,2,1,0,0
19_season,Man United,Bournemouth,5,2,H,M Dean,13,12,0,1,0,0
19_season,Wolves,Arsenal,0,2,A,M Oliver,6,11,2,4,0,0
19_season,Chelsea,Watford,3,0,H,K Friend,9,12,0,2,0,0
19_season,Burnley,Sheffield United,1,1,D,P Bankes,8,14,0,0,0,0
19_season,Newcastle,West Ham,2,2,D,C Pawson,9,11,0,0,0,0
19_season,Liverpool,Aston Villa,2,0,H,P Tierney,18,8,1,1,0,0
19_season,Southampton,Man City,1,0,H,A Marriner,6,7,1,2,0,0
19_season,Tottenham,Everton,1,0,H,G Scott,14,18,3,2,0,0
19_season,Crystal Palace,Chelsea,2,3,A,D Coote,11,10,1,0,0,0
19_season,Watford,Norwich,2,1,H,A Taylor,11,15,2,4,0,0
19_season,Arsenal,Leicester,1,1,D,C Kavanagh,10,14,1,0,1,0
19_season,Man City,Newcastle,5,0,H,A Madley,12,7,0,0,0,0
19_season,Sheffield United,Wolves,1,0,H,M Atkinson,5,6,2,0,0,0
19_season,West Ham,Burnley,0,1,A,M Oliver,7,7,1,1,0,0
19_season,Brighton,Liverpool,1,3,A,C Pawson,7,15,1,4,0,0
19_season,Bournemouth,Tottenham,0,0,D,P Tierney,11,14,3,2,0,0
19_season,Everton,Southampton,1,1,D,L Mason,13,14,3,3,0,0
19_season,Aston Villa,Man United,0,3,A,J Moss,7,13,2,3,0,0
19_season,Norwich,West Ham,0,4,A,K Friend,9,8,1,0,0,0
19_season,Watford,Newcastle,2,1,H,C Pawson,23,15,1,4,0,0
19_season,Liverpool,Burnley,1,1,D,D Coote,7,4,1,2,0,0
19_season,Sheffield United,Chelsea,3,0,H,A Marriner,8,6,1,0,0,0
19_season,Brighton,Man City,0,5,A,G Scott,7,3,1,0,0,0
19_season,Wolves,Everton,3,0,H,A Taylor,9,9,0,2,0,0
19_season,Aston Villa,Crystal Palace,2,0,H,M Atkinson,21,21,2,4,0,1
19_season,Tottenham,Arsenal,2,1,H,M Oliver,16,11,5,3,0,0
19_season,Bournemouth,Leicester,4,1,H,S Attwell,11,12,2,1,0,1
19_season,Man United,Southampton,2,2,D,C Kavanagh,14,15,1,3,0,0
19_season,Chelsea,Norwich,1,0,H,J Moss,10,9,2,2,0,0
19_season,Burnley,Wolves,1,1,D,M Dean,10,8,0,0,0,0
19_season,Man City,Bournemouth,2,1,H,L Mason,10,10,1,1,0,0
19_season,Newcastle,Tottenham,1,3,A,D Coote,6,13,2,3,0,0
19_season,Arsenal,Liverpool,2,1,H,P Tierney,14,10,3,1,0,0
19_season,Everton,Aston Villa,1,1,D,A Taylor,15,13,2,1,0,0
19_season,Leicester,Sheffield United,2,0,H,M Oliver,12,10,1,2,0,0
